-6.865327000000e-02	 2.650278000000e-05	1
-6.758933000000e-02	 1.075748000000e-04	2
-6.578377000000e-02	 6.626992000000e-06	3
-6.675333000000e-02	 5.655104000000e-05	4
-6.910041000000e-02	 2.743919000000e-05	5
-6.886558000000e-02	-1.166990000000e-04	6
-6.842094000000e-02	-8.069580000000e-05	7
-6.846006000000e-02	 3.370746000000e-04	8
-6.657590000000e-02	 1.785531000000e-04	9
-6.562909000000e-02	 1.165036000000e-05	10
-6.590245000000e-02	 1.163728000000e-04	11
-6.763290000000e-02	-1.548284000000e-04	12
-6.988422000000e-02	 3.873770000000e-04	13
-6.874278000000e-02	-7.072941000000e-04	14
-6.910628000000e-02	 2.016136000000e-04	15
-6.869755000000e-02	-6.067681000000e-04	16
-6.678875000000e-02	-6.384264000000e-04	17
-6.831653000000e-02	-1.039366000000e-04	18
-6.789673000000e-02	 1.196552000000e-04	19
-6.904788000000e-02	 2.998479000000e-04	20
-6.866605000000e-02	-2.944604000000e-05	21
-6.827261000000e-02	 8.429576000000e-05	22
-6.913764000000e-02	 3.831826000000e-04	23
-6.805583000000e-02	 7.348637000000e-05	24
-6.899217000000e-02	-1.514422000000e-04	25
-6.986034000000e-02	-8.339607000000e-06	26
-6.756724000000e-02	 3.537980000000e-04	27
-6.950102000000e-02	-1.811075000000e-04	28
-6.801793000000e-02	-4.183736000000e-05	29
-6.656500000000e-02	 2.795333000000e-04	30
-6.913431000000e-02	-4.636239000000e-04	31
-6.838718000000e-02	-2.634440000000e-04	32
-6.879276000000e-02	-3.145214000000e-04	33
-6.950503000000e-02	-9.872824000000e-05	34
-6.971527000000e-02	 7.224780000000e-05	35
-7.085050000000e-02	-2.347696000000e-04	36
-7.029439000000e-02	-3.544924000000e-04	37
-7.089327000000e-02	-3.433026000000e-04	38
-6.974763000000e-02	-2.589881000000e-05	39
-7.023013000000e-02	-2.602859000000e-04	40
-7.053161000000e-02	 3.172117000000e-04	41
-7.002751000000e-02	 3.098289000000e-04	42
-6.882814000000e-02	 4.166291000000e-04	43
-6.723400000000e-02	 5.674711000000e-06	44
-6.786560000000e-02	 7.658005000000e-05	45
-6.798957000000e-02	 1.702833000000e-04	46
-6.940974000000e-02	-3.895407000000e-04	47
-6.913336000000e-02	 1.086536000000e-04	48
-6.841208000000e-02	-1.272223000000e-04	49
-6.806370000000e-02	-2.975981000000e-04	50
-6.748895000000e-02	-9.463290000000e-05	51
-6.781094000000e-02	-6.588840000000e-05	52
-6.664987000000e-02	-1.463650000000e-04	53
-6.631835000000e-02	-1.555992000000e-04	54
-6.732387000000e-02	 3.869279000000e-04	55
-6.942737000000e-02	 9.891424000000e-05	56
-6.915421000000e-02	 1.238390000000e-04	57
-6.622510000000e-02	-8.661428000000e-05	58
-6.747144000000e-02	-1.733067000000e-04	59
-6.726635000000e-02	-1.018393000000e-04	60
-6.769546000000e-02	-1.543020000000e-04	61
-6.813451000000e-02	-3.467034000000e-05	62
-6.621517000000e-02	-9.237052000000e-05	63
-6.837245000000e-02	-1.980996000000e-04	64
-6.776589000000e-02	 2.156975000000e-04	65
-6.745130000000e-02	 3.610149000000e-04	66
-6.745793000000e-02	 6.595880000000e-04	67
-6.828254000000e-02	-3.295273000000e-04	68
-6.773926000000e-02	-4.134543000000e-04	69
-6.708114000000e-02	-3.620408000000e-04	70
-6.794134000000e-02	 4.589135000000e-05	71
-6.813776000000e-02	 6.982020000000e-04	72
-6.827559000000e-02	 4.136763000000e-04	73
-6.896436000000e-02	-8.790910000000e-05	74
-7.044028000000e-02	-2.025000000000e-04	75
-6.808256000000e-02	-2.753944000000e-04	76
-6.975092000000e-02	-1.187046000000e-04	77
-6.949498000000e-02	 4.023961000000e-04	78
-6.817408000000e-02	-1.639926000000e-04	79
-6.708741000000e-02	 4.430885000000e-04	80
-6.772591000000e-02	 2.038421000000e-04	81
-6.727067000000e-02	-5.692525000000e-04	82
-6.719405000000e-02	 1.034401000000e-04	83
-6.748647000000e-02	 2.650456000000e-04	84
-6.750634000000e-02	 4.791616000000e-05	85
-6.820585000000e-02	-3.773898000000e-04	86
-6.635184000000e-02	 5.931251000000e-05	87
-6.732974000000e-02	-5.151273000000e-05	88
-6.789836000000e-02	 1.446055000000e-04	89
-6.812670000000e-02	-2.952789000000e-04	90
-6.903766000000e-02	 4.116853000000e-05	91
-6.887462000000e-02	 1.976507000000e-04	92
-7.010020000000e-02	 8.592154000000e-05	93
-6.976847000000e-02	 1.464306000000e-04	94
-6.771704000000e-02	-1.467423000000e-05	95
-6.739774000000e-02	 2.183673000000e-04	96
-6.884756000000e-02	-4.868025000000e-04	97
-6.645128000000e-02	-3.286965000000e-06	98
-6.683732000000e-02	 4.200512000000e-04	99
-6.739991000000e-02	 1.602056000000e-04	100
-6.786090000000e-02	 1.381261000000e-04	101
-6.895601000000e-02	-2.040943000000e-04	102
-6.938261000000e-02	-2.059882000000e-04	103
-6.954203000000e-02	 5.343329000000e-05	104
-6.992954000000e-02	-1.775236000000e-05	105
-7.033837000000e-02	 2.754260000000e-04	106
-7.035761000000e-02	-4.136759000000e-04	107
-6.978241000000e-02	 3.724635000000e-04	108
-7.082667000000e-02	 6.850429000000e-05	109
-7.064008000000e-02	 5.029142000000e-04	110
-6.958979000000e-02	 1.425937000000e-04	111
-6.856315000000e-02	 1.685389000000e-06	112
-6.920683000000e-02	-8.069401000000e-04	113
-6.929657000000e-02	 1.625112000000e-04	114
-6.760580000000e-02	-7.974110000000e-05	115
