9.322803776000e-02 -4.579715335000e-03 1
1.015565428000e-01 -4.393152169000e-03 2
9.883716142000e-02 1.058907298000e-02 3
1.058654323000e-01 9.371125768000e-03 4
1.172018121000e-01 -4.097038381000e-03 5
1.086952923000e-01 4.068382303000e-03 6
1.137931280000e-01 1.181875056000e-03 7
1.068613584000e-01 -4.285758935000e-03 8
1.103638296000e-01 2.884748403000e-03 9
1.096959815000e-01 5.591696885000e-03 10
1.073773293000e-01 2.751422552000e-03 11
1.142968256000e-01 -5.481010916000e-03 12
1.043716645000e-01 -3.792670798000e-03 13
1.013129483000e-01 -6.584869701000e-03 14
9.721306590000e-02 5.401728644000e-03 15
1.030203732000e-01 1.525126062000e-03 16
8.367831749000e-02 5.104517382000e-03 17
8.110910579000e-02 -3.241355105000e-04 18
1.008832039000e-01 5.790054667000e-03 19
9.442875805000e-02 -8.094345610000e-03 20
8.611237902000e-02 4.553562723000e-04 21
1.061559806000e-01 -4.499668385000e-03 22
8.982213652000e-02 -3.166882686000e-03 23
7.104257430000e-02 -8.417417826000e-03 24
1.059374937000e-01 -5.673298127000e-04 25
9.739110840000e-02 -6.343184058000e-03 26
9.486401382000e-02 -7.226309646000e-03 27
9.863525859000e-02 3.371265356000e-04 28
1.021001546000e-01 -3.465565028000e-03 29
8.517821305000e-02 -5.879885464000e-03 30
8.637054658000e-02 3.456161687000e-03 31
1.154346951000e-01 -4.028896107000e-03 32
8.759331016000e-02 -7.124379310000e-03 33
9.972928529000e-02 6.190575308000e-03 34
9.885637368000e-02 5.830212259000e-03 35
1.209687832000e-01 -9.111833442000e-03 36
9.920677215000e-02 6.050804788000e-03 37
1.030066392000e-01 6.755536636000e-04 38
8.821208290000e-02 -3.687788367000e-03 39
1.073949550000e-01 -1.117722090000e-02 40
9.757605781000e-02 -7.970853810000e-03 41
9.391536890000e-02 -6.207876291000e-03 42
9.995276071000e-02 -1.744225303000e-03 43
9.805316442000e-02 -1.871485574000e-02 44
1.042479919000e-01 -2.047305602000e-03 45
1.022605839000e-01 5.868895718000e-03 46
1.199687620000e-01 -4.716935389000e-03 47
1.058820714000e-01 -4.144722455000e-04 48
1.052847321000e-01 -9.734418198000e-04 49
1.186063537000e-01 6.206410654000e-03 50
1.083185135000e-01 -4.397810663000e-03 51
1.014898699000e-01 3.785772698000e-03 52
9.956843937000e-02 -5.252703192000e-03 53
9.502081605000e-02 4.073217005000e-03 54
8.661096395000e-02 -5.998963965000e-03 55
9.579938670000e-02 -9.658856394000e-03 56
7.970961019000e-02 8.017836040000e-03 57
9.433077383000e-02 -2.750522792000e-03 58
1.085498508000e-01 -4.078863482000e-03 59
9.715247761000e-02 -3.389926601000e-03 60
9.258842030000e-02 -9.329188885000e-03 61
8.180689460000e-02 -2.941698093000e-04 62
9.425195795000e-02 -3.647318190000e-03 63
1.060443996000e-01 -5.598255850000e-04 64
7.589792403000e-02 3.283607175000e-03 65
7.065821038000e-02 1.093737342000e-03 66
8.164945131000e-02 -2.363946771000e-03 67
9.398592735000e-02 -1.331669471000e-03 68
9.396947112000e-02 3.178131690000e-03 69
1.061353701000e-01 5.137998599000e-03 70
1.039307776000e-01 -1.555069719000e-03 71
1.135477489000e-01 -3.227590980000e-03 72
9.944488359000e-02 7.541003102000e-03 73
1.064211378000e-01 5.596454472000e-03 74
9.507342838000e-02 7.212843028000e-03 75
9.929734645000e-02 1.086579321000e-02 76
8.742073898000e-02 -2.994799974000e-03 77
7.939390358000e-02 3.816757269000e-03 78
9.684955320000e-02 -1.224627070000e-02 79
7.743170358000e-02 -6.417575137000e-04 80
7.305681320000e-02 -1.466509043000e-04 81
7.521511420000e-02 3.915562599000e-03 82
9.086435324000e-02 4.506962136000e-03 83
9.168465226000e-02 -4.006948922000e-03 84
7.939607097000e-02 4.250901906000e-03 85
9.925297033000e-02 3.297504109000e-03 86
8.405967662000e-02 -9.201511859000e-04 87
5.574051001000e-02 9.996564080000e-04 88
7.345371748000e-02 3.231597519000e-05 89
7.263914417000e-02 -7.015634766000e-04 90
7.979864472000e-02 -4.730746348000e-03 91
7.718237575000e-02 -4.920817050000e-03 92
8.016622962000e-02 -1.947261258000e-03 93
8.254096710000e-02 3.640708850000e-03 94
8.831994071000e-02 -1.275628410000e-03 95
8.964066329000e-02 -9.312718100000e-03 96
7.168929204000e-02 1.659205786000e-03 97
8.250131238000e-02 6.793365977000e-03 98
8.241614920000e-02 -9.170629325000e-03 99
7.189727905000e-02 -2.742171802000e-03 100
7.290466749000e-02 7.159125963000e-04 101
8.256316654000e-02 -3.313302979000e-04 102
9.573150258000e-02 -7.837739496000e-03 103
6.977073741000e-02 1.407597351000e-03 104
1.006908598000e-01 -1.925919850000e-03 105
9.890641505000e-02 4.003304231000e-03 106
9.298302180000e-02 -1.988024993000e-03 107
8.545319596000e-02 -5.069376064000e-03 108
7.102533606000e-02 -7.569630276000e-04 109
1.114154342000e-01 3.272637583000e-03 110
8.264025834000e-02 3.498320204000e-03 111
9.376234850000e-02 2.004848047000e-03 112
8.671126490000e-02 9.836694378000e-03 113
1.116991103000e-01 -3.849894727000e-03 114
1.027069073000e-01 -3.383620710000e-03 115
8.364868010000e-02 9.015561458000e-03 116
8.836045432000e-02 -8.919911058000e-04 117
9.758088006000e-02 4.392112577000e-03 118
9.179408225000e-02 4.487762712000e-03 119
7.225387942000e-02 3.930739634000e-04 120
7.255675031000e-02 -2.722715433000e-03 121
9.602212527000e-02 -5.172342584000e-03 122
9.570722330000e-02 1.661475896000e-04 123
1.023731495000e-01 8.758621409000e-03 124
1.085955501000e-01 -4.440355421000e-03 125
9.173169344000e-02 -3.027403939000e-03 126
1.016621833000e-01 1.941996740000e-03 127
1.178481166000e-01 -3.389765614000e-03 128
1.028472972000e-01 -1.605393292000e-03 129
1.144134550000e-01 1.456007891000e-03 130
9.542428604000e-02 -1.524130464000e-02 131
1.176503539000e-01 -3.985888770000e-03 132
1.179638442000e-01 4.821198224000e-03 133
1.180330815000e-01 -1.394781739000e-03 134
1.278493604000e-01 1.130385200000e-03 135
1.327753530000e-01 6.731835770000e-03 136
1.274937964000e-01 -7.496374323000e-03 137
1.324538705000e-01 -6.131566493000e-03 138
1.198118166000e-01 -1.880071823000e-03 139
1.289455321000e-01 3.748492969000e-03 140
1.232243382000e-01 -3.286244081000e-03 141
1.155846226000e-01 -3.811522309000e-03 142
1.117377433000e-01 -5.087185327000e-03 143
1.342611445000e-01 -1.605848579000e-03 144
1.356852159000e-01 -2.401552338000e-03 145
1.176751559000e-01 -2.487117849000e-03 146
1.209682877000e-01 -1.375316479000e-03 147
1.286818138000e-01 -4.624085875000e-04 148
1.159715447000e-01 -5.593885901000e-04 149
1.204824355000e-01 -3.989457090000e-05 150
9.490149888000e-02 -8.164237774000e-03 151
9.417840956000e-02 2.810385702000e-04 152
9.787151243000e-02 5.380193277000e-03 153
9.869017215000e-02 -2.590808838000e-03 154
1.009216518000e-01 -2.560225875000e-03 155
8.302866373000e-02 7.899442399000e-03 156
8.135959897000e-02 2.729470873000e-03 157
8.210180087000e-02 1.217650172000e-02 158
9.278024696000e-02 3.159493009000e-03 159
7.871616149000e-02 -2.949222998000e-03 160
6.535411251000e-02 -2.617663343000e-03 161
7.551756767000e-02 1.113228024000e-04 162
9.167355201000e-02 -1.080525892000e-02 163
8.382685179000e-02 -1.453549122000e-03 164
1.061717847000e-01 -1.379112481000e-04 165
9.901548747000e-02 -5.734249773000e-03 166
1.074363150000e-01 -7.576261898000e-03 167
1.152977700000e-01 -5.377326466000e-03 168
7.459982675000e-02 -5.036948822000e-03 169
6.048208040000e-02 4.684573039000e-03 170
7.127872699000e-02 6.027380091000e-04 171
8.221841933000e-02 3.152597916000e-03 172
8.371662522000e-02 -2.428700639000e-03 173
1.032205487000e-01 4.678568790000e-03 174
8.266768358000e-02 -1.059484939000e-02 175
8.604869750000e-02 7.604772465000e-04 176
